Total # of Data,Metal_1 AN,Metal_1 AW,Metal_1 group,Metal_1 period,Metal_1 atomic radius,Metal_1 electronegativity,Metal_1 m. p.,Metal_1 b. p.,Metal_1 delta_fus H ,Metal_1 density,Metal_1 ionization enegy ,Metal_2 AN,Metal_2 AW,Metal_2 group,Metal_2 period,Metal_2 atomic radius,Metal_2 electronegativity,Metal_2 m. p.,Metal_2 b. p.,Metal_2 delta_fus H ,Metal_2 density,Metal_2 ionization enegy ,Metal_3 AN,Metal_3 AW,Metal_3 group,Metal_3 period,Metal_3 atomic radius,Metal_3 electronegativity,Metal_3 m. p.,Metal_3 b. p.,Metal_3 delta_fus H ,Metal_3 density,Metal_3 ionization enegy ,Prom_1 AN,Prom_1 AW,Prom_1 group,Prom_1 period,Prom_1 atomic radius,Prom_1 electronegativity,Prom_1 m. p.,Prom_1 b. p.,Prom_1 delta_fus H ,Prom_1 density,Prom_1 ionization enegy ,Prom_2 AN,Prom_2 AW,Prom_2 group,Prom_2 period,Prom_2 atomic radius,Prom_2 electronegativity,Prom_2 m. p.,Prom_2 b. p.,Prom_2 delta_fus H ,Prom_2 density,Prom_2 ionization enegy ,Li,Ce,Co,Mg,Fe,Mn,Zr,K,Ni,Ca,Cs,V,Rb,Y,Na,La,Gd,Yb,Zn,Re,Ti,Cr,Ho,Nd,Tm,Sm,Er,Sr,Pt,Au,Ru,Rh,Ir,Cu,Pd,IWI,WI,CI,SI,SGP,CP,HDP,UGC,SCT,FSP,ME,DP,Calc T (oC),Calc T. (hr),Al2O3,MgO,CeO2,TiO2,ZEO,MnO,Y203,ZrO2,HAP,ACC,Tb4O7,HfO2,La2O3,Co3O4,ThO2,SiO2,Fe2O3,Sm2O3,Gd2O3,Yb2O3,CaO,Temperature (C),H2 vol.%,O2 vol.%,CO vol.%,H2O vol.%,CO2 vol.%,CH4 vol.%,TOS (min),F/W (mg.min/ml),CO Conversion
2155,109.19999999999999,273.1176,14.0,8.399999999999999,2.4779999999999998,2.016,2857.96,5737.2,31.038,30.099999999999998,12.54232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.5,175.145,3.75,7.5,2.3125,1.35,1335.0,4541.25,6.825,8.462499999999999,6.923375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,400,2.0,1.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,275.0,40.0,0.0,5.0,15.0,10.0,0.0,90.0,2.5,25.4
2156,109.19999999999999,273.1176,14.0,8.399999999999999,2.4779999999999998,2.016,2857.96,5737.2,31.038,30.099999999999998,12.54232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.5,175.145,3.75,7.5,2.3125,1.35,1335.0,4541.25,6.825,8.462499999999999,6.923375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,400,2.0,1.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,275.0,40.0,0.0,5.0,15.0,10.0,0.0,120.0,2.5,24.9
2157,109.19999999999999,273.1176,14.0,8.399999999999999,2.4779999999999998,2.016,2857.96,5737.2,31.038,30.099999999999998,12.54232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.5,175.145,3.75,7.5,2.3125,1.35,1335.0,4541.25,6.825,8.462499999999999,6.923375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,400,2.0,1.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,275.0,40.0,0.0,5.0,15.0,10.0,0.0,150.0,2.5,23.4
2158,109.19999999999999,273.1176,14.0,8.399999999999999,2.4779999999999998,2.016,2857.96,5737.2,31.038,30.099999999999998,12.54232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.5,175.145,3.75,7.5,2.3125,1.35,1335.0,4541.25,6.825,8.462499999999999,6.923375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,400,2.0,1.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,275.0,40.0,0.0,5.0,15.0,10.0,0.0,180.0,2.5,22.8
2159,109.19999999999999,273.1176,14.0,8.399999999999999,2.4779999999999998,2.016,2857.96,5737.2,31.038,30.099999999999998,12.54232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,73.6665,11.25,5.0,1.9,2.125,2210.0,4000.0,20.075,11.075,9.85125,32.5,69.80625,10.0,5.0,1.9500000000000002,2.05,2263.75,3917.5,17.2625,9.8375,9.878,0.0,0.0,1.25,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,300,2.0,1.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,275.0,40.0,0.0,5.0,15.0,10.0,0.0,30.0,2.5,15.2
2160,109.19999999999999,273.1176,14.0,8.399999999999999,2.4779999999999998,2.016,2857.96,5737.2,31.038,30.099999999999998,12.54232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,73.6665,11.25,5.0,1.9,2.125,2210.0,4000.0,20.075,11.075,9.85125,32.5,69.80625,10.0,5.0,1.9500000000000002,2.05,2263.75,3917.5,17.2625,9.8375,9.878,0.0,0.0,1.25,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,300,2.0,1.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,275.0,40.0,0.0,5.0,15.0,10.0,0.0,60.0,2.5,15.2
2161,109.19999999999999,273.1176,14.0,8.399999999999999,2.4779999999999998,2.016,2857.96,5737.2,31.038,30.099999999999998,12.54232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,73.6665,11.25,5.0,1.9,2.125,2210.0,4000.0,20.075,11.075,9.85125,32.5,69.80625,10.0,5.0,1.9500000000000002,2.05,2263.75,3917.5,17.2625,9.8375,9.878,0.0,0.0,1.25,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,300,2.0,1.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,275.0,40.0,0.0,5.0,15.0,10.0,0.0,90.0,2.5,16.2
2162,109.19999999999999,273.1176,14.0,8.399999999999999,2.4779999999999998,2.016,2857.96,5737.2,31.038,30.099999999999998,12.54232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,73.6665,11.25,5.0,1.9,2.125,2210.0,4000.0,20.075,11.075,9.85125,32.5,69.80625,10.0,5.0,1.9500000000000002,2.05,2263.75,3917.5,17.2625,9.8375,9.878,0.0,0.0,1.25,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,300,2.0,1.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,275.0,40.0,0.0,5.0,15.0,10.0,0.0,120.0,2.5,15.2
2163,109.19999999999999,273.1176,14.0,8.399999999999999,2.4779999999999998,2.016,2857.96,5737.2,31.038,30.099999999999998,12.54232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,73.6665,11.25,5.0,1.9,2.125,2210.0,4000.0,20.075,11.075,9.85125,32.5,69.80625,10.0,5.0,1.9500000000000002,2.05,2263.75,3917.5,17.2625,9.8375,9.878,0.0,0.0,1.25,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,300,2.0,1.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,275.0,40.0,0.0,5.0,15.0,10.0,0.0,150.0,2.5,15.7
2164,109.19999999999999,273.1176,14.0,8.399999999999999,2.4779999999999998,2.016,2857.96,5737.2,31.038,30.099999999999998,12.54232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,73.6665,11.25,5.0,1.9,2.125,2210.0,4000.0,20.075,11.075,9.85125,32.5,69.80625,10.0,5.0,1.9500000000000002,2.05,2263.75,3917.5,17.2625,9.8375,9.878,0.0,0.0,1.25,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,300,2.0,1.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,275.0,40.0,0.0,5.0,15.0,10.0,0.0,180.0,2.5,20.3
2165,234.0,585.252,30.0,18.0,5.3100000000000005,4.32,6124.200000000001,12294.0,66.51,64.5,26.8764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,400,4.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,120.0,40.0,0.0,5.0,20.0,11.0,0.0,60.0,0.333,16.7
2166,234.0,585.252,30.0,18.0,5.3100000000000005,4.32,6124.200000000001,12294.0,66.51,64.5,26.8764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,400,4.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,150.0,40.0,0.0,5.0,20.0,11.0,0.0,60.0,0.333,22.5
2167,234.0,585.252,30.0,18.0,5.3100000000000005,4.32,6124.200000000001,12294.0,66.51,64.5,26.8764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,400,4.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,180.0,40.0,0.0,5.0,20.0,11.0,0.0,60.0,0.333,26.8
2168,234.0,585.252,30.0,18.0,5.3100000000000005,4.32,6124.200000000001,12294.0,66.51,64.5,26.8764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,400,4.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,199.0,40.0,0.0,5.0,20.0,11.0,0.0,60.0,0.333,31.1
2169,234.0,585.252,30.0,18.0,5.3100000000000005,4.32,6124.200000000001,12294.0,66.51,64.5,26.8764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,400,4.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,230.0,40.0,0.0,5.0,20.0,11.0,0.0,60.0,0.333,40.3
2170,234.0,585.252,30.0,18.0,5.3100000000000005,4.32,6124.200000000001,12294.0,66.51,64.5,26.8764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,400,4.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,250.0,40.0,0.0,5.0,20.0,11.0,0.0,60.0,0.333,48.8
2171,234.0,585.252,30.0,18.0,5.3100000000000005,4.32,6124.200000000001,12294.0,66.51,64.5,26.8764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,400,4.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,280.0,40.0,0.0,5.0,20.0,11.0,0.0,60.0,0.333,63.4
2172,234.0,585.252,30.0,18.0,5.3100000000000005,4.32,6124.200000000001,12294.0,66.51,64.5,26.8764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,400,4.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,299.0,40.0,0.0,5.0,20.0,11.0,0.0,60.0,0.333,76.2
2173,234.0,585.252,30.0,18.0,5.3100000000000005,4.32,6124.200000000001,12294.0,66.51,64.5,26.8764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,400,4.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,329.0,40.0,0.0,5.0,20.0,11.0,0.0,60.0,0.333,56.8
2174,234.0,585.252,30.0,18.0,5.3100000000000005,4.32,6124.200000000001,12294.0,66.51,64.5,26.8764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,400,4.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,350.0,40.0,0.0,5.0,20.0,11.0,0.0,60.0,0.333,44.6
2175,234.0,585.252,30.0,18.0,5.3100000000000005,4.32,6124.200000000001,12294.0,66.51,64.5,26.8764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,400,4.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,400.0,40.0,0.0,5.0,20.0,11.0,0.0,60.0,0.333,31.9
2176,156.0,390.168,20.0,12.0,3.54,2.88,4082.8,8196.0,44.34,43.0,17.9176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,25,0.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,199.0,24.99,0.0,6.15,23.08,7.68,0.77,60.0,0.555,2.75
2177,156.0,390.168,20.0,12.0,3.54,2.88,4082.8,8196.0,44.34,43.0,17.9176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,25,0.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,250.0,24.99,0.0,6.15,23.08,7.68,0.77,60.0,0.555,3.55
2178,156.0,390.168,20.0,12.0,3.54,2.88,4082.8,8196.0,44.34,43.0,17.9176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,25,0.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,300.0,24.99,0.0,6.15,23.08,7.68,0.77,60.0,0.555,10.3
2179,156.0,390.168,20.0,12.0,3.54,2.88,4082.8,8196.0,44.34,43.0,17.9176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,25,0.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,350.0,24.99,0.0,6.15,23.08,7.68,0.77,60.0,0.555,54.0
2180,156.0,390.168,20.0,12.0,3.54,2.88,4082.8,8196.0,44.34,43.0,17.9176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,25,0.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,400.0,24.99,0.0,6.15,23.08,7.68,0.77,60.0,0.555,61.2
