Data No,Pt,Au,Ru,Rh,Ir,Pd,IWI,WI,CI,SI,SGP,CP,DP,HP,PDP,T (oC),hr,Al_s,Mg_s,Ce_s,Cu_s,Ti_s,zeolite_s,Zn_s,Mn_s,Fe_s,AcC_s,Nb_s,Si_s,Zr_s,La_s,Co_s,Ce_p,Co_p,Mg_p,Fe_p,Mn_p,Zr_p,K_p,Ni_p,Sn_p,Li_p,Na_p,Rb_p,Cs_p,Nb_p,La_p,Ba_p,Pb_p,Sm_p,Zn_p,Cu_p,H2O%,CO2%,TOS,CO %,O2%,H2%,F/W,Temp,Conv
3389,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5,0.0,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,193.0,57.0
3390,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,42.0,40.0
3391,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,64.0,67.0
3392,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,87.0,75.0
3393,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,107.0,74.0
3394,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,131.0,67.0
3395,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,154.0,60.0
3396,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,176.0,52.0
3397,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,196.0,46.0
3398,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5,3.5,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,49.0,52.0
3399,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5,3.5,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,66.0,82.0
3400,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5,3.5,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,88.0,93.0
3401,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5,3.5,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,110.0,94.0
3402,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5,3.5,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,131.0,90.0
3403,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5,3.5,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,154.0,82.0
3404,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5,3.5,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,178.0,72.0
3405,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5,3.5,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,198.0,65.0
3406,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6,0,3.5,3.5,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,46.0,60.0
3407,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6,0,3.5,3.5,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,70.0,80.0
3408,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6,0,3.5,3.5,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,92.0,92.0
3409,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6,0,3.5,3.5,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,113.0,93.0
3410,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6,0,3.5,3.5,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,134.0,86.0
3411,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6,0,3.5,3.5,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,157.0,78.0
3412,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6,0,3.5,3.5,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,177.0,69.0
3413,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6,0,3.5,3.5,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,198.0,63.0
3414,0.0,2.6,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,40.0,26.0
3415,0.0,2.6,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,63.0,40.0
3416,0.0,2.6,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,87.0,40.0
3417,0.0,2.6,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,108.0,54.0
3418,0.0,2.6,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,128.0,61.0
3419,0.0,2.6,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,150.0,57.0
3420,0.0,2.6,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,172.0,50.0
3421,0.0,2.6,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,194.0,42.0
3422,0.0,2.6,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5,0.0,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,31.0,40.0
3423,0.0,2.6,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5,0.0,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,53.0,56.0
3424,0.0,2.6,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5,0.0,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,77.0,67.0
3425,0.0,2.6,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5,0.0,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,98.0,78.0
3426,0.0,2.6,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5,0.0,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,110.0,80.0
3427,0.0,2.6,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5,0.0,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,140.0,77.0
3428,0.0,2.6,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5,0.0,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,160.0,71.0
3429,0.0,2.6,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5,0.0,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,181.0,62.0
3430,0.0,2.6,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5,2.7,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,40.0,56.0
3431,0.0,2.6,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5,2.7,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,62.0,77.0
3432,0.0,2.6,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5,2.7,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,83.0,83.0
3433,0.0,2.6,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5,2.7,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,107.0,84.0
3434,0.0,2.6,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5,2.7,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,130.0,79.0
3435,0.0,2.6,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5,2.7,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,151.0,69.0
3436,0.0,2.6,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5,2.7,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,171.0,63.0
3437,0.0,2.6,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5,2.7,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,195.0,56.0
3438,0.0,1.1,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,200,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,4.0,50.0,20000.0,32.0,23.0
3439,0.0,1.1,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,200,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,4.0,50.0,20000.0,38.0,30.0
3440,0.0,1.1,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,200,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,4.0,50.0,20000.0,45.0,45.0
3441,0.0,1.1,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,200,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,4.0,50.0,20000.0,50.0,62.0
3442,0.0,1.1,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,200,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,4.0,50.0,20000.0,59.0,87.0
3443,0.0,1.1,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,200,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,4.0,50.0,20000.0,68.0,95.0
3444,0.0,1.1,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,200,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,4.0,50.0,20000.0,72.0,99.0
3445,0.0,1.1,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,200,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,4.0,50.0,20000.0,80.0,100.0
3446,0.0,1.1,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,200,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,4.0,50.0,20000.0,85.0,100.0
3447,0.0,1.1,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,200,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,4.0,50.0,20000.0,98.0,97.0
3448,0.0,1.1,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,200,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,4.0,50.0,20000.0,112.0,94.0
3449,0.0,1.1,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,200,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,4.0,50.0,20000.0,130.0,92.0
3450,0.0,1.1,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,200,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,4.0,50.0,20000.0,155.0,90.0
3451,0.0,1.1,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,200,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,4.0,50.0,20000.0,175.0,88.0
