Data No,Pt,Au,Ru,Rh,Ir,Pd,IWI,WI,CI,SI,SGP,CP,DP,HP,PDP,T (oC),hr,Al_s,Mg_s,Ce_s,Cu_s,Ti_s,zeolite_s,Zn_s,Mn_s,Fe_s,AcC_s,Nb_s,Si_s,Zr_s,La_s,Co_s,Ce_p,Co_p,Mg_p,Fe_p,Mn_p,Zr_p,K_p,Ni_p,Sn_p,Li_p,Na_p,Rb_p,Cs_p,Nb_p,La_p,Ba_p,Pb_p,Sm_p,Zn_p,Cu_p,H2O%,CO2%,TOS,CO %,O2%,H2%,F/W,Temp,Conv
3327,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.355802747590732,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.2,0.2,75.0,60000.0,90.0,12.0
3328,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.711605495181464,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.2,0.2,75.0,60000.0,90.0,12.0
3329,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.423210990362928,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.2,0.2,75.0,60000.0,90.0,14.0
3330,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.21348164855443919,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.2,0.2,75.0,60000.0,130.0,37.0
3331,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.355802747590732,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.2,0.2,75.0,60000.0,130.0,40.0
3332,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.711605495181464,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.2,0.2,75.0,60000.0,130.0,53.0
3333,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.423210990362928,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.2,0.2,75.0,60000.0,130.0,59.0
3334,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.7070945253229444,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.2,0.2,75.0,60000.0,90.0,24.0
3335,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.1784908755382406,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.2,0.2,75.0,60000.0,90.0,44.0
3336,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.3569817510764812,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.2,0.2,75.0,60000.0,90.0,51.0
3337,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5354726266147214,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.2,0.2,75.0,60000.0,90.0,49.0
3338,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.7070945253229444,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.2,0.2,75.0,60000.0,130.0,70.0
3339,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.1784908755382406,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.2,0.2,75.0,60000.0,130.0,82.0
3340,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.3569817510764812,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.2,0.2,75.0,60000.0,130.0,100.0
3341,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5354726266147214,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.2,0.2,75.0,60000.0,130.0,88.0
3342,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2025220422390812,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.2,0.2,75.0,60000.0,90.0,45.0
3343,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.004203403731802,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.2,0.2,75.0,60000.0,90.0,50.0
3344,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.008406807463604,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.2,0.2,75.0,60000.0,90.0,99.0
3345,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0126102111954065,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.2,0.2,75.0,60000.0,90.0,77.0
3346,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2025220422390812,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.2,0.2,75.0,60000.0,130.0,99.0
3347,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.004203403731802,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.2,0.2,75.0,60000.0,130.0,100.0
3348,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.008406807463604,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.2,0.2,75.0,60000.0,130.0,100.0
3349,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0126102111954065,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.2,0.2,75.0,60000.0,130.0,100.0
3350,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.6267224971450325,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.2,0.2,75.0,60000.0,90.0,19.0
3351,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.880167491435097,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.2,0.2,75.0,60000.0,90.0,30.0
3352,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8.133612485725163,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.2,0.2,75.0,60000.0,90.0,50.0
3353,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,16.267224971450325,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.2,0.2,75.0,60000.0,90.0,15.0
3354,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.6267224971450325,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.2,0.2,75.0,60000.0,130.0,60.0
3355,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.880167491435097,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.2,0.2,75.0,60000.0,130.0,65.0
3356,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8.133612485725163,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.2,0.2,75.0,60000.0,130.0,80.0
3357,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,16.267224971450325,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.2,0.2,75.0,60000.0,130.0,80.0
3358,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.3626204633996308,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.2,0.2,75.0,60000.0,90.0,17.0
3359,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.087861390198893,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.2,0.2,75.0,60000.0,90.0,55.0
3360,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,6.813102316998154,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.2,0.2,75.0,60000.0,90.0,39.0
3361,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.626204633996307,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.2,0.2,75.0,60000.0,90.0,5.0
3362,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.3626204633996308,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.2,0.2,75.0,60000.0,130.0,52.0
3363,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.087861390198893,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.2,0.2,75.0,60000.0,130.0,80.0
3364,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,6.813102316998154,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.2,0.2,75.0,60000.0,130.0,70.0
3365,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.626204633996307,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.2,0.2,75.0,60000.0,130.0,20.0
3366,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,60.0,60000.0,37.0,5.0
3367,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,60.0,60000.0,57.0,7.0
3368,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,60.0,60000.0,77.0,12.0
3369,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,60.0,60000.0,87.0,68.0
3370,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,60.0,60000.0,107.0,100.0
3371,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,60.0,60000.0,117.0,100.0
3372,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,60.0,60000.0,127.0,100.0
3373,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,60.0,60000.0,137.0,100.0
3374,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,35.0,49.0
3375,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,58.0,73.0
3376,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,82.0,73.0
3377,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,104.0,66.0
3378,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,127.0,57.0
3379,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,147.0,49.0
3380,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,173.0,42.0
3381,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,195.0,37.0
3382,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5,0.0,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,39.0,42.0
3383,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5,0.0,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,60.0,70.0
3384,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5,0.0,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,82.0,80.0
3385,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5,0.0,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,106.0,84.0
3386,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5,0.0,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,129.0,81.0
3387,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5,0.0,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,151.0,72.0
3388,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,500,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5,0.0,0.0,0.0,0.0,0.0,240.0,1.0,1.0,58.0,60000.0,171.0,65.0
